DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ds,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,AIRPORT_DEST,CITY_DEST,STATE_DEST,COUNTRY_DEST,LATITUDE_DEST,LONGITUDE_DEST
4,MQ,3048,N679MQ,ORD,CMI,1705,1721.0,16.0,20.0,1741.0,43,53.0,28.0,135,1809.0,5.0,1748,1814.0,26.0,0,0,,10.0,0.0,5.0,11.0,0.0,2015-01-01 00:00:00,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,University of Illinois - Willard Airport,Champaign/Urbana,IL,USA,40.03925,-88.27806
4,MQ,3118,N512MQ,MDT,ORD,1705,2000.0,175.0,10.0,2010.0,130,151.0,103.0,594,2053.0,38.0,1815,2131.0,196.0,0,0,,21.0,0.0,112.0,63.0,0.0,2015-01-01 00:00:00,Harrisburg International Airport,Harrisburg,PA,USA,40.1935,-76.7634,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4,MQ,3428,N516MQ,DFW,AMA,1705,1726.0,21.0,22.0,1748.0,68,76.0,49.0,312,1837.0,5.0,1813,1842.0,29.0,0,0,,8.0,0.0,0.0,20.0,1.0,2015-01-01 00:00:00,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593000000001
4,MQ,3581,N613MQ,MIA,TLH,1705,1700.0,-5.0,22.0,1722.0,93,96.0,69.0,402,1831.0,5.0,1838,1836.0,-2.0,0,0,,,,,,,2015-01-01 00:00:00,Miami International Airport,Miami,FL,USA,25.79325,-80.29056,Tallahassee International Airport,Tallahassee,FL,USA,30.39653,-84.35033
4,MQ,3637,N5PBMQ,XNA,ORD,1705,1705.0,0.0,12.0,1717.0,110,89.0,66.0,522,1823.0,11.0,1855,1834.0,-21.0,0,0,,,,,,,2015-01-01 00:00:00,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,USA,36.28187,-94.30681,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4,NK,292,N522NK,LAS,IAH,1705,1710.0,5.0,13.0,1723.0,173,177.0,153.0,1222,2156.0,11.0,2158,2207.0,9.0,0,0,,,,,,,2015-01-01 00:00:00,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
4,OO,5650,N797SK,GRR,DEN,1705,1719.0,14.0,31.0,1750.0,186,219.0,172.0,1015,1842.0,16.0,1811,1858.0,47.0,0,0,,33.0,0.0,0.0,14.0,0.0,2015-01-01 00:00:00,Gerald R. Ford International Airport,Grand Rapids,MI,USA,42.88082,-85.52277,Denver International Airport,Denver,CO,USA,39.85841,-104.667
4,OO,4662,N817SK,SLC,TUL,1705,1717.0,12.0,18.0,1735.0,145,138.0,117.0,926,2032.0,3.0,2030,2035.0,5.0,0,0,,,,,,,2015-01-01 00:00:00,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999,Tulsa International Airport,Tulsa,OK,USA,36.198370000000004,-95.88824
4,OO,2624,N466SW,LAX,SAN,1705,1659.0,-6.0,8.0,1707.0,45,37.0,25.0,109,1732.0,4.0,1750,1736.0,-14.0,0,0,,,,,,,2015-01-01 00:00:00,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
4,OO,4748,N452SW,SLC,LWS,1705,1701.0,-4.0,13.0,1714.0,105,91.0,72.0,461,1726.0,6.0,1750,1732.0,-18.0,0,0,,,,,,,2015-01-01 00:00:00,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999,Lewiston-Nez Perce County Airport,Lewiston,ID,USA,46.3745,-117.01539
4,OO,6339,N584SW,LAX,SAN,1705,1658.0,-7.0,13.0,1711.0,55,50.0,34.0,109,1745.0,3.0,1800,1748.0,-12.0,0,0,,,,,,,2015-01-01 00:00:00,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,San Diego International AirportÂ (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
4,OO,7397,N457SW,SLC,SGU,1705,1704.0,-1.0,22.0,1726.0,62,65.0,39.0,272,1805.0,4.0,1807,1809.0,2.0,0,0,,,,,,,2015-01-01 00:00:00,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999,St. George Regional Airport,St George,UT,USA,37.090579999999996,-113.59306000000001
4,AA,2228,N639AA,STT,MIA,1706,1648.0,-18.0,12.0,1700.0,184,171.0,151.0,1107,1831.0,8.0,1910,1839.0,-31.0,0,0,,,,,,,2015-01-01 00:00:00,Cyril E. King Airport,Charlotte Amalie,VI,USA,18.337310000000002,-64.97336,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
4,DL,1426,N940DN,ATL,STL,1706,1705.0,-1.0,14.0,1719.0,105,96.0,79.0,484,1738.0,3.0,1751,1741.0,-10.0,0,0,,,,,,,2015-01-01 00:00:00,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.747690000000006,-90.35999
7,AA,376,N571AA,DFW,IND,745,,,,,120,,,761,,,1045,,,0,1,A,,,,,,2015-01-04 00:00:00,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
4,DL,1508,N920AT,ATL,HSV,1706,1702.0,-4.0,9.0,1711.0,56,45.0,31.0,151,1642.0,5.0,1702,1647.0,-15.0,0,0,,,,,,,2015-01-01 00:00:00,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694,Huntsville International Airport,Huntsville,AL,USA,34.64045,-86.77311
4,EV,4220,N13538,BRO,IAH,1706,1723.0,17.0,9.0,1732.0,74,71.0,52.0,308,1824.0,10.0,1820,1834.0,14.0,0,0,,,,,,,2015-01-01 00:00:00,Brownsville/South Padre Island International Airport,Brownsville,TX,USA,25.90683,-97.42586,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
4,UA,512,N597UA,JFK,SFO,1707,1705.0,-2.0,16.0,1721.0,398,375.0,353.0,2586,2014.0,6.0,2045,2020.0,-25.0,0,0,,,,,,,2015-01-01 00:00:00,John F. Kennedy International AirportÂ (New York International Airport),New York,NY,USA,40.63975,-73.77893,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4,UA,1176,N38446,IAH,MIA,1707,1708.0,1.0,14.0,1722.0,142,137.0,114.0,964,2016.0,9.0,2029,2025.0,-4.0,0,0,,,,,,,2015-01-01 00:00:00,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Miami International Airport,Miami,FL,USA,25.79325,-80.29056
4,DL,2230,N965DL,ATL,ABQ,1707,1703.0,-4.0,12.0,1715.0,219,211.0,193.0,1269,1828.0,6.0,1846,1834.0,-12.0,0,0,,,,,,,2015-01-01 00:00:00,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60918999999998
4,OO,4985,N121SY,SAT,ORD,1707,1728.0,21.0,7.0,1735.0,172,136.0,115.0,1041,1930.0,14.0,1959,1944.0,-15.0,0,0,,,,,,,2015-01-01 00:00:00,San Antonio International Airport,San Antonio,TX,USA,29.533690000000004,-98.46978,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4,UA,528,N548UA,LAX,HNL,1708,2148.0,280.0,13.0,2201.0,350,352.0,335.0,2556,136.0,4.0,2058,140.0,282.0,0,0,,2.0,0.0,4.0,276.0,0.0,2015-01-01 00:00:00,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,Honolulu International Airport,Honolulu,HI,USA,21.31869,-157.92241
4,UA,1499,N79521,IAH,SFO,1708,1710.0,2.0,20.0,1730.0,259,241.0,216.0,1635,1906.0,5.0,1927,1911.0,-16.0,0,0,,,,,,,2015-01-01 00:00:00,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4,DL,1330,N946DL,CLT,DTW,1708,1702.0,-6.0,13.0,1715.0,117,106.0,89.0,500,1844.0,4.0,1905,1848.0,-17.0,0,0,,,,,,,2015-01-01 00:00:00,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
4,EV,3931,N12157,IAD,CMH,1708,1704.0,-4.0,23.0,1727.0,81,90.0,62.0,299,1829.0,5.0,1829,1834.0,5.0,0,0,,,,,,,2015-01-01 00:00:00,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581,Port Columbus International Airport,Columbus,OH,USA,39.99799,-82.89188
4,EV,4228,N11184,BTR,IAH,1708,1705.0,-3.0,8.0,1713.0,72,77.0,54.0,253,1807.0,15.0,1820,1822.0,2.0,0,0,,,,,,,2015-01-01 00:00:00,Baton Rouge Metropolitan Airport,Baton Rouge,LA,USA,30.53316,-91.14963,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
4,EV,4147,N13955,ORD,SGF,1708,1707.0,-1.0,13.0,1720.0,98,99.0,76.0,438,1836.0,10.0,1846,1846.0,0.0,0,0,,,,,,,2015-01-01 00:00:00,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Springfield-Branson National Airport,Springfield,MO,USA,37.24433,-93.38686
4,EV,5013,N981EV,PHF,ATL,1708,1703.0,-5.0,10.0,1713.0,114,103.0,86.0,508,1839.0,7.0,1902,1846.0,-16.0,0,0,,,,,,,2015-01-01 00:00:00,Newport News/Williamsburg International Airport,Newport News,VA,USA,37.1319,-76.49299,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4,EV,5689,N836AS,IAD,CAE,1708,1703.0,-5.0,18.0,1721.0,91,87.0,65.0,401,1826.0,4.0,1839,1830.0,-9.0,0,0,,,,,,,2015-01-01 00:00:00,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581,Columbia Metropolitan Airport,Columbia,SC,USA,33.93884,-81.11954
4,HA,179,N476HA,ITO,OGG,1708,1702.0,-6.0,9.0,1711.0,39,42.0,29.0,121,1740.0,4.0,1747,1744.0,-3.0,0,0,,,,,,,2015-01-01 00:00:00,Hilo International Airport,Hilo,HI,USA,19.72026,-155.04847,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046
4,OO,5583,N952SW,FAR,DEN,1708,1718.0,10.0,11.0,1729.0,127,133.0,105.0,627,1814.0,17.0,1815,1831.0,16.0,0,0,,6.0,0.0,0.0,10.0,0.0,2015-01-01 00:00:00,Hector International Airport,Fargo,ND,USA,46.91935,-96.81499000000001,Denver International Airport,Denver,CO,USA,39.85841,-104.667
4,UA,1265,N24715,IAH,IAD,1709,1709.0,0.0,17.0,1726.0,178,160.0,136.0,1190,2042.0,7.0,2107,2049.0,-18.0,0,0,,,,,,,2015-01-01 00:00:00,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581
4,EV,4194,N15527,DAL,IAH,1709,1704.0,-5.0,11.0,1715.0,69,71.0,48.0,216,1803.0,12.0,1818,1815.0,-3.0,0,0,,,,,,,2015-01-01 00:00:00,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
4,EV,5957,N15986,SDF,ORD,1709,1659.0,-10.0,9.0,1708.0,87,73.0,57.0,287,1705.0,7.0,1736,1712.0,-24.0,0,0,,,,,,,2015-01-01 00:00:00,Louisville International AirportÂ (Standiford Field),Louisville,KY,USA,38.17439,-85.736,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4,EV,6025,N11193,IAD,TUL,1709,1755.0,46.0,13.0,1808.0,192,191.0,173.0,1027,2001.0,5.0,1921,2006.0,45.0,0,0,,0.0,0.0,23.0,22.0,0.0,2015-01-01 00:00:00,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581,Tulsa International Airport,Tulsa,OK,USA,36.198370000000004,-95.88824
4,OO,4750,N437SW,SLC,IDA,1709,1715.0,6.0,26.0,1741.0,66,65.0,33.0,188,1814.0,6.0,1815,1820.0,5.0,0,0,,,,,,,2015-01-01 00:00:00,Salt Lake City International Airport,Salt Lake City,UT,USA,40.78839,-111.97776999999999,Idaho Falls Regional Airport,Idaho Falls,ID,USA,43.514559999999996,-112.07016999999999
4,UA,348,N212UA,OGG,ORD,1710,1725.0,15.0,29.0,1754.0,478,481.0,442.0,4184,516.0,10.0,508,526.0,18.0,0,0,,3.0,0.0,15.0,0.0,0.0,2015-01-01 00:00:00,Kahului Airport,Kahului,HI,USA,20.89865,-156.43046,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4,UA,411,N842UA,CLT,ORD,1710,1703.0,-7.0,14.0,1717.0,130,116.0,98.0,599,1755.0,4.0,1820,1759.0,-21.0,0,0,,,,,,,2015-01-01 00:00:00,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4,US,1768,N742PS,DTW,CLT,1710,1710.0,0.0,8.0,1718.0,105,91.0,75.0,500,1833.0,8.0,1855,1841.0,-14.0,0,0,,,,,,,2015-01-01 00:00:00,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884,Charlotte Douglas International Airport,Charlotte,NC,USA,35.214009999999995,-80.94313000000001
4,US,1823,N544UW,FLL,PHX,1710,1812.0,62.0,17.0,1829.0,304,287.0,266.0,1972,2055.0,4.0,2014,2059.0,45.0,0,0,,0.0,0.0,0.0,45.0,0.0,2015-01-01 00:00:00,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,USA,26.07258,-80.15275,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001
4,UA,980,N468UA,IAD,DEN,1710,1711.0,1.0,14.0,1725.0,240,278.0,231.0,1452,1916.0,33.0,1910,1949.0,39.0,0,0,,39.0,0.0,0.0,0.0,0.0,2015-01-01 00:00:00,Washington Dulles International Airport,Chantilly,VA,USA,38.94453,-77.45581,Denver International Airport,Denver,CO,USA,39.85841,-104.667
4,WN,456,N386SW,BOI,GEG,1710,1824.0,74.0,7.0,1831.0,65,62.0,51.0,287,1822.0,4.0,1715,1826.0,71.0,0,0,,0.0,0.0,9.0,62.0,0.0,2015-01-01 00:00:00,Boise AirportÂ (Boise Air Terminal),Boise,ID,USA,43.564440000000005,-116.22278,Spokane International Airport,Spokane,WA,USA,47.619859999999996,-117.53383999999998
4,WN,1039,N494WN,DAL,ELP,1710,1803.0,53.0,12.0,1815.0,105,104.0,89.0,562,1844.0,3.0,1755,1847.0,52.0,0,0,,0.0,0.0,25.0,27.0,0.0,2015-01-01 00:00:00,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177,El Paso International Airport,El Paso,TX,USA,31.80667,-106.37781000000001
4,WN,1820,N769SW,DEN,MDW,1710,1727.0,17.0,17.0,1744.0,140,139.0,110.0,895,2034.0,12.0,2030,2046.0,16.0,0,0,,0.0,0.0,13.0,3.0,0.0,2015-01-01 00:00:00,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
4,WN,1660,N8623F,DEN,OAK,1710,1718.0,8.0,26.0,1744.0,160,151.0,118.0,957,1842.0,7.0,1850,1849.0,-1.0,0,0,,,,,,,2015-01-01 00:00:00,Denver International Airport,Denver,CO,USA,39.85841,-104.667,Oakland International Airport,Oakland,CA,USA,37.72129,-122.22072
4,WN,961,N758SW,HOU,DCA,1710,1744.0,34.0,9.0,1753.0,165,160.0,147.0,1218,2120.0,4.0,2055,2124.0,29.0,0,0,,0.0,0.0,9.0,20.0,0.0,2015-01-01 00:00:00,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
4,WN,2776,N372SW,LAX,SFO,1710,1705.0,-5.0,14.0,1719.0,75,79.0,59.0,337,1818.0,6.0,1825,1824.0,-1.0,0,0,,,,,,,2015-01-01 00:00:00,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4,WN,519,N293WN,MDW,LAS,1710,1713.0,3.0,9.0,1722.0,240,224.0,210.0,1521,1852.0,5.0,1910,1857.0,-13.0,0,0,,,,,,,2015-01-01 00:00:00,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242,McCarran International Airport,Las Vegas,NV,USA,36.08036,-115.15233
4,WN,909,N556WN,MDW,RSW,1710,1708.0,-2.0,10.0,1718.0,165,162.0,147.0,1105,2045.0,5.0,2055,2050.0,-5.0,0,0,,,,,,,2015-01-01 00:00:00,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242,Southwest Florida International Airport,Ft. Myers,FL,USA,26.536170000000002,-81.75516999999999
4,WN,989,N943WN,MSP,ATL,1710,1720.0,10.0,24.0,1744.0,155,153.0,121.0,907,2045.0,8.0,2045,2053.0,8.0,0,0,,,,,,,2015-01-01 00:00:00,Minneapolis-Saint Paul International Airport,Minneapolis,MN,USA,44.88055,-93.21692,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,USA,33.640440000000005,-84.42694
4,WN,694,N366SW,PHX,SFO,1710,1711.0,1.0,8.0,1719.0,120,114.0,102.0,651,1801.0,4.0,1810,1805.0,-5.0,0,0,,,,,,,2015-01-01 00:00:00,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4,WN,1762,N704SW,PHX,SJC,1710,1735.0,25.0,11.0,1746.0,110,107.0,92.0,621,1818.0,4.0,1800,1822.0,22.0,0,0,,0.0,0.0,10.0,12.0,0.0,2015-01-01 00:00:00,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001,Norman Y. Mineta San JosÃ© International Airport,San Jose,CA,USA,37.36186,-121.92901
4,WN,3681,N278WN,PIT,HOU,1710,1734.0,24.0,9.0,1743.0,205,200.0,187.0,1131,1950.0,4.0,1935,1954.0,19.0,0,0,,0.0,0.0,11.0,8.0,0.0,2015-01-01 00:00:00,Pittsburgh International Airport,Pittsburgh,PA,USA,40.49147,-80.23286999999999,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
4,WN,3328,N345SA,TPA,IND,1710,1708.0,-2.0,11.0,1719.0,135,142.0,125.0,837,1924.0,6.0,1925,1930.0,5.0,0,0,,,,,,,2015-01-01 00:00:00,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325,Indianapolis International Airport,Indianapolis,IN,USA,39.71733,-86.29438
4,WN,2686,N374SW,PHL,BNA,1710,1708.0,-2.0,17.0,1725.0,135,149.0,118.0,675,1823.0,14.0,1825,1837.0,12.0,0,0,,,,,,,2015-01-01 00:00:00,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
4,WN,4482,N8329B,PHL,MDW,1710,1711.0,1.0,17.0,1728.0,140,147.0,124.0,668,1832.0,6.0,1830,1838.0,8.0,0,0,,,,,,,2015-01-01 00:00:00,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114,Chicago Midway International Airport,Chicago,IL,USA,41.78598,-87.75242
4,US,563,N557UW,ORD,PHX,1710,1716.0,6.0,13.0,1729.0,231,235.0,218.0,1440,2007.0,4.0,2001,2011.0,10.0,0,0,,,,,,,2015-01-01 00:00:00,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001
4,US,618,N817AW,PHX,BWI,1710,1735.0,25.0,13.0,1748.0,249,217.0,198.0,1999,2306.0,6.0,2319,2312.0,-7.0,0,0,,,,,,,2015-01-01 00:00:00,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806000000001,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
4,OO,5635,N785SK,MMH,SFO,1710,1700.0,-10.0,15.0,1715.0,78,61.0,41.0,193,1756.0,5.0,1828,1801.0,-27.0,0,0,,,,,,,2015-01-01 00:00:00,Mammoth Yosemite Airport,Mammoth Lakes,CA,USA,37.62405,-118.83776999999999,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37483999999999
4,AA,199,N3DNAA,JFK,ORD,1710,1714.0,4.0,20.0,1734.0,180,178.0,141.0,740,1855.0,17.0,1910,1912.0,2.0,0,0,,,,,,,2015-01-01 00:00:00,John F. Kennedy International AirportÂ (New York International Airport),New York,NY,USA,40.63975,-73.77893,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
4,AA,294,N4YDAA,ORF,DFW,1710,1705.0,-5.0,17.0,1722.0,215,232.0,204.0,1212,1946.0,11.0,1945,1957.0,12.0,0,0,,,,,,,2015-01-01 00:00:00,Norfolk International Airport,Norfolk,VA,USA,36.89461,-76.20121999999999,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4,AA,220,N852AA,MIA,TPA,1710,1709.0,-1.0,23.0,1732.0,72,73.0,47.0,204,1819.0,3.0,1822,1822.0,0.0,0,0,,,,,,,2015-01-01 00:00:00,Miami International Airport,Miami,FL,USA,25.79325,-80.29056,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
4,AA,1224,N4WMAA,BHM,DFW,1710,1706.0,-4.0,14.0,1720.0,130,160.0,112.0,597,1912.0,34.0,1920,1946.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0,2015-01-01 00:00:00,Birmingham-Shuttlesworth International Airport,Birmingham,AL,USA,33.562940000000005,-86.75355,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
4,AA,1347,N471AA,DSM,DFW,1710,1709.0,-1.0,10.0,1719.0,125,138.0,114.0,624,1913.0,14.0,1915,1927.0,12.0,0,0,,,,,,,2015-01-01 00:00:00,Des Moines International Airport,Des Moines,IA,USA,41.534929999999996,-93.66068,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
